Benchmark Type,Test Name,Kernel ID,Thread block Limit SM,Thread block limit registers,Thread block limit shared memory,Thread block limit warps,Theoretical max active warps per SM,Theoretical occupancy,Achieved active warps per SM,Achieved occupancy,Unified L1 cache hit rate,Unified L1 cache hit rate for read transactions (global memory accesses),L2 cache hit rate,GMEM read requests,GMEM write requests,GMEM total requests,GMEM read transactions,GMEM write transactions,GMEM total transactions,Number of read transactions per read requests,Number of write transactions per write requests,L2 read transactions,L2 write transactions,L2 total transactions,DRAM total transactions,Total number of global atomic requests,Total number of global reduction requests,Global memory atomic and reduction transactions,GPU active cycles,SM active cycles,Warp instructions executed,Instructions executed per clock cycle (IPC),Total instructions executed per seconds (MIPS),Kernel execution time (ns),Unified L1 cache total requests,Unified L2 cache total requests
standard,window-1024.base,0,32.0,4.0,32.0,8.0,32.0,50.0,27.82431241593618,43.47548814990028,50.0,0.0,98.35351736010422,0.0,65536.0,65536.0,0.0,131072.0,131072.0,0.0,2.0,0.0,131072.0,131072.0,4.0,0.0,0.0,0.0,22388.0,20020.928571428572,2884608.0,2.301338388190017,2123.633622314361,24256.0,65536.0,59566.0
standard,window-1024.base,1,32.0,4.0,32.0,8.0,32.0,50.0,27.678909025448476,43.24829535226324,50.0,0.0,99.60290638729299,0.0,16384.0,16384.0,0.0,32768.0,32768.0,0.0,2.0,0.0,32768.0,32768.0,4.0,0.0,0.0,0.0,11915.0,9721.32142857143,1304064.0,1.9555640865684532,1792.3997185080925,12992.0,16384.0,15618.0
standard,window-1024.base,2,32.0,4.0,32.0,8.0,32.0,50.0,27.671263886285878,43.236349822321685,50.0,0.0,97.5794074469505,0.0,16384.0,16384.0,0.0,32768.0,32768.0,0.0,2.0,0.0,32768.0,32768.0,0.0,0.0,0.0,0.0,11988.0,9718.607142857143,1304064.0,1.943527209535931,1787.9957879957879,13024.0,16384.0,15662.0
standard,window-1024.base,3,32.0,2.0,2.0,16.0,8.0,12.5,7.295855092932847,11.399773582707573,15.403995051085568,0.0,80.33302362521115,73728.0,10240.0,83968.0,1179648.0,133120.0,1312768.0,16.0,13.0,1180400.0,239616.0,1420016.0,196848.0,0.0,0.0,0.0,83324.0,62079.19642857143,4120576.0,0.8831457196781513,814.2452448401457,90368.0,156672.0,355187.0
standard,window-1024.base,4,32.0,2.0,2.0,16.0,8.0,12.5,7.334840091995827,11.46068764374348,16.16703583971903,0.0,80.19651183217236,73728.0,10240.0,83968.0,1179648.0,133120.0,1312768.0,16.0,13.0,1180616.0,239616.0,1420232.0,196840.0,0.0,0.0,0.0,83648.0,61982.625,4120576.0,0.8797510054874271,811.9451170298629,90624.0,156672.0,355202.0
standard,window-1024.base,5,32.0,2.0,2.0,16.0,8.0,12.5,7.295701987073606,11.39953435480251,16.137352330779052,0.0,80.129736788565,73728.0,10240.0,83968.0,1179648.0,133120.0,1312768.0,16.0,13.0,1180924.0,239616.0,1420540.0,196808.0,0.0,0.0,0.0,83771.0,61980.05357142857,4120576.0,0.8784486548183635,810.5141245782769,90784.0,156672.0,355249.0
standard,window-1024.base,6,32.0,2.0,2.0,16.0,8.0,12.5,7.312392313707038,11.425612990167247,16.17377075351213,0.0,79.87395872260514,73728.0,10240.0,83968.0,1179648.0,133120.0,1312768.0,16.0,13.0,1180720.0,239616.0,1420336.0,196844.0,0.0,0.0,0.0,83895.0,61935.857142857145,4120576.0,0.8771396981784015,811.0859158478207,90720.0,156672.0,355229.0
standard,window-1024.base,7,32.0,2.0,2.0,16.0,8.0,12.5,7.3008099835096285,11.407515599233795,16.128123004469987,0.0,79.91045381378198,73728.0,10240.0,83968.0,1179648.0,133120.0,1312768.0,16.0,13.0,1180680.0,239616.0,1420296.0,196884.0,0.0,0.0,0.0,84192.0,61919.25,4120576.0,0.8740452072746032,807.1002356716643,91168.0,156672.0,355230.0
standard,window-1024.base,8,32.0,2.0,2.0,16.0,8.0,12.5,7.2941997239867264,11.39718706872926,16.111909323116215,0.0,80.24362530158893,73728.0,10240.0,83968.0,1179648.0,133120.0,1312768.0,16.0,13.0,1180808.0,239616.0,1420424.0,196856.0,0.0,0.0,0.0,83315.0,62095.875,4120576.0,0.8832676334094296,814.2452448401458,90368.0,156672.0,355305.0
standard,window-1024.base,9,32.0,2.0,2.0,16.0,8.0,12.5,7.301575918213453,11.408712372208521,16.123383620689655,0.0,80.23952946272753,73728.0,10240.0,83968.0,1179648.0,133120.0,1312768.0,16.0,13.0,1180756.0,239616.0,1420372.0,196852.0,0.0,0.0,0.0,83872.0,61901.55357142857,4120576.0,0.8773907151821461,809.0881672866192,90944.0,156672.0,355249.0
standard,window-1024.base,10,32.0,2.0,2.0,16.0,8.0,12.5,7.314232962558501,11.428489003997658,16.11939256066411,0.0,80.11751821319302,73728.0,10240.0,83968.0,1179648.0,133120.0,1312768.0,16.0,13.0,1180640.0,239616.0,1420256.0,196888.0,0.0,0.0,0.0,83480.0,62170.32142857143,4120576.0,0.8815242932960464,811.6585144470778,90656.0,156672.0,355297.0
standard,window-1024.base,11,32.0,2.0,2.0,16.0,8.0,12.5,7.303568767641144,11.411826199439288,16.15655930715198,0.0,80.2339044278908,73728.0,10240.0,83968.0,1179648.0,133120.0,1312768.0,16.0,13.0,1181076.0,239616.0,1420692.0,196824.0,0.0,0.0,0.0,83981.0,61955.66071428572,4120576.0,0.8762518335983696,808.2349987446647,91040.0,156672.0,355267.0
standard,window-1024.base,12,32.0,2.0,2.0,16.0,8.0,12.5,7.2771661835870995,11.370572161854843,16.125379150702425,0.0,80.2505495936114,73728.0,10240.0,83968.0,1179648.0,133120.0,1312768.0,16.0,13.0,1180780.0,239616.0,1420396.0,196856.0,0.0,0.0,0.0,83372.0,62126.21428571428,4120576.0,0.8826425193436629,812.5189298334175,90560.0,156672.0,355328.0
standard,window-1024.base,13,32.0,2.0,2.0,16.0,8.0,12.5,7.310447364682852,11.422574007316957,16.14259059706258,0.0,80.19600327007326,73728.0,10240.0,83968.0,1179648.0,133120.0,1312768.0,16.0,13.0,1180668.0,239616.0,1420284.0,196804.0,0.0,0.0,0.0,83747.0,61974.44642857143,4120576.0,0.8787345261979829,811.0859158478207,90720.0,156672.0,355299.0
standard,window-1024.base,14,32.0,2.0,2.0,16.0,8.0,12.5,7.2938178385488195,11.39659037273253,16.14184227330779,0.0,80.1663169715417,73728.0,10240.0,83968.0,1179648.0,133120.0,1312768.0,16.0,13.0,1180708.0,239616.0,1420324.0,196876.0,0.0,0.0,0.0,84070.0,62084.44642857143,4120576.0,0.8753293178611472,805.1220488195278,91392.0,156672.0,355197.0
standard,window-1024.base,15,32.0,4.0,32.0,8.0,32.0,50.0,27.80610949744297,43.44704608975464,50.0,0.0,100.22922690610257,0.0,131072.0,131072.0,0.0,262144.0,262144.0,0.0,2.0,0.0,262144.0,262144.0,36.0,0.0,0.0,0.0,38452.0,36143.375,5346816.0,2.4833567109137693,2298.7012987012986,41536.0,131072.0,118712.0
standard,window-1024.base,16,32.0,4.0,32.0,8.0,32.0,50.0,27.73433789316455,43.33490295806961,50.0,0.0,97.81151192553294,0.0,32768.0,32768.0,0.0,65536.0,65536.0,0.0,2.0,0.0,65536.0,65536.0,8.0,0.0,0.0,0.0,15534.0,13294.142857142857,1832960.0,2.1075579389864183,1933.5673778017822,16928.0,32768.0,30488.0
standard,window-1024.base,17,32.0,4.0,32.0,8.0,32.0,50.0,27.768336063624062,43.388025099412594,50.0,0.0,99.09417544109913,0.0,32768.0,32768.0,0.0,65536.0,65536.0,0.0,2.0,0.0,65536.0,65536.0,4.0,0.0,0.0,0.0,15531.0,13287.875,1832960.0,2.108202732327171,1944.5953286257466,16832.0,32768.0,30436.0
standard,window-1024.base,18,32.0,2.0,2.0,16.0,8.0,12.5,7.467302264619332,11.667659788467706,17.228149845406364,0.0,88.55588605452286,278528.0,20480.0,299008.0,4456448.0,266240.0,4722688.0,16.0,13.0,4461136.0,610304.0,5071440.0,430308.0,0.0,0.0,0.0,245478.0,219051.32142857142,15818752.0,1.1507415812465827,1071.680049948837,263584.0,567296.0,1268433.0
standard,window-1024.base,19,32.0,2.0,2.0,16.0,8.0,12.5,7.479403174482854,11.68656746012946,17.36935457155477,0.0,88.47394995306763,278528.0,20480.0,299008.0,4456448.0,266240.0,4722688.0,16.0,13.0,4461236.0,610304.0,5071540.0,430464.0,0.0,0.0,0.0,244585.0,218613.7857142857,15818752.0,1.1549430937569451,1068.9547797806454,264256.0,567296.0,1268434.0
standard,window-1024.base,20,32.0,2.0,2.0,16.0,8.0,12.5,7.473589143151368,11.677483036174012,17.36935457155477,0.0,88.60120080057978,278528.0,20480.0,299008.0,4456448.0,266240.0,4722688.0,16.0,13.0,4461108.0,610304.0,5071412.0,430584.0,0.0,0.0,0.0,244254.0,219116.4642857143,15818752.0,1.1565129684429825,1073.1131256295366,263232.0,567296.0,1268269.0
standard,window-1024.base,21,32.0,2.0,2.0,16.0,8.0,12.5,7.463103126019899,11.661098634406091,17.39357884275618,0.0,88.65339122167994,278528.0,20480.0,299008.0,4456448.0,266240.0,4722688.0,16.0,13.0,4461112.0,610304.0,5071416.0,430448.0,0.0,0.0,0.0,245172.0,218804.5892857143,15818752.0,1.1522072190384705,1069.084240211768,264224.0,567296.0,1268351.0
standard,window-1024.base,22,32.0,2.0,2.0,16.0,8.0,12.5,7.465735448091976,11.665211637643713,17.38923089664311,0.0,88.61874666067365,278528.0,20480.0,299008.0,4456448.0,266240.0,4722688.0,16.0,13.0,4461424.0,610304.0,5071728.0,429920.0,0.0,0.0,0.0,245239.0,218919.5,15818752.0,1.1518595406907186,1069.6023956656452,264096.0,567296.0,1268230.0
standard,window-1024.base,23,32.0,2.0,2.0,16.0,8.0,12.5,7.472716002824732,11.676118754413643,17.380189929328623,0.0,88.47399795392946,278528.0,20480.0,299008.0,4456448.0,266240.0,4722688.0,16.0,13.0,4460840.0,610304.0,5071144.0,430132.0,0.0,0.0,0.0,245041.0,219236.9642857143,15818752.0,1.1527949904992578,1073.3740967203998,263168.0,567296.0,1268430.0
standard,window-1024.base,24,32.0,2.0,2.0,16.0,8.0,12.5,7.468388952155694,11.669357737743272,17.361417844522965,0.0,88.57351797186563,278528.0,20480.0,299008.0,4456448.0,266240.0,4722688.0,16.0,13.0,4461388.0,610304.0,5071692.0,430420.0,0.0,0.0,0.0,244831.0,218917.30357142858,15818752.0,1.153784975863423,1068.1786751486654,264448.0,567296.0,1268331.0
standard,window-1024.base,25,32.0,2.0,2.0,16.0,8.0,12.5,7.471450465013066,11.674141351582916,17.3710109319788,0.0,88.22563852889765,278528.0,20480.0,299008.0,4456448.0,266240.0,4722688.0,16.0,13.0,4461536.0,610304.0,5071840.0,430064.0,0.0,0.0,0.0,244231.0,218799.5357142857,15818752.0,1.1566183310245448,1072.852281408431,263296.0,567296.0,1268363.0
standard,window-1024.base,26,32.0,2.0,2.0,16.0,8.0,12.5,7.461872712121469,11.659176112689796,17.377015238515902,0.0,88.78534338657865,278528.0,20480.0,299008.0,4456448.0,266240.0,4722688.0,16.0,13.0,4461168.0,610304.0,5071472.0,430388.0,0.0,0.0,0.0,244879.0,219089.42857142858,15818752.0,1.1535658790588377,1071.2898751733703,263680.0,567296.0,1268369.0
standard,window-1024.base,27,32.0,2.0,2.0,16.0,8.0,12.5,7.464238847149097,11.662873198670463,17.391577407243815,0.0,88.62462858641518,278528.0,20480.0,299008.0,4456448.0,266240.0,4722688.0,16.0,13.0,4461236.0,610304.0,5071540.0,431392.0,0.0,0.0,0.0,245407.0,219179.625,15818752.0,1.1510932756004566,1066.2433351163872,264928.0,567296.0,1268198.0
standard,window-1024.base,28,32.0,2.0,2.0,16.0,8.0,12.5,7.45841796791918,11.653778074873719,17.39882398409894,0.0,88.64410676190883,278528.0,20480.0,299008.0,4456448.0,266240.0,4722688.0,16.0,13.0,4461068.0,610304.0,5071372.0,431132.0,0.0,0.0,0.0,243716.0,219131.82142857142,15818752.0,1.159069570323485,1070.2507967299432,263936.0,567296.0,1268300.0
standard,window-1024.base,29,32.0,4.0,32.0,8.0,32.0,50.0,27.795340549173947,43.43021960808429,49.99427795410157,0.0,98.70114583098011,0.0,262144.0,262144.0,0.0,524288.0,524288.0,0.0,2.0,0.0,524288.0,524288.0,163244.0,0.0,0.0,0.0,68251.0,65919.78571428571,9918464.0,2.595326015055222,2408.5540221310457,73536.0,262144.0,236635.0
standard,window-1024.base,30,32.0,4.0,32.0,8.0,32.0,50.0,27.84269530528208,43.50421141450325,50.0,0.0,98.7533030066037,0.0,65536.0,65536.0,0.0,131072.0,131072.0,0.0,2.0,0.0,131072.0,131072.0,4.0,0.0,0.0,0.0,22413.0,20004.625,2884608.0,2.298693909426324,2120.835686053077,24288.0,65536.0,59619.0
standard,window-1024.base,31,32.0,4.0,32.0,8.0,32.0,50.0,27.832264708428262,43.48791360691916,50.0,0.0,99.69095701239884,0.0,65536.0,65536.0,0.0,131072.0,131072.0,0.0,2.0,0.0,131072.0,131072.0,4.0,0.0,0.0,0.0,22307.0,20010.696428571428,2884608.0,2.3095932001460406,2123.633622314361,24256.0,65536.0,59627.0
standard,window-1024.base,32,32.0,2.0,2.0,16.0,8.0,12.5,7.7106247181811085,12.047851122157983,40.95925441659503,0.0,94.0341391171681,851968.0,40960.0,892928.0,13631488.0,532480.0,14163968.0,16.0,13.0,13727584.0,5029888.0,18757472.0,1168872.0,0.0,0.0,0.0,933662.0,838145.9285714285,67637248.0,1.2936258449265847,1216.5280732289048,992832.0,3606528.0,4691895.0
standard,window-1024.base,33,32.0,2.0,2.0,16.0,8.0,12.5,7.755942885337935,12.118660758340523,40.99632318143214,0.0,94.02475569113714,851968.0,40960.0,892928.0,13631488.0,532480.0,14163968.0,16.0,13.0,13726604.0,5029888.0,18756492.0,1169108.0,0.0,0.0,0.0,916760.0,835867.4285714285,67637248.0,1.3174846441735124,1173.887351102541,1028896.0,3606528.0,4691863.0
standard,window-1024.base,34,32.0,2.0,2.0,16.0,8.0,12.5,7.7547010270894186,12.116720354827217,41.01215155201171,0.0,93.90298658280497,851968.0,40960.0,892928.0,13631488.0,532480.0,14163968.0,16.0,13.0,13730376.0,5029888.0,18760264.0,1167160.0,0.0,0.0,0.0,928571.0,837015.0357142857,67637248.0,1.3007176084099161,1193.4484285081894,1012032.0,3606528.0,4691458.0
standard,window-1024.base,35,32.0,2.0,2.0,16.0,8.0,12.5,7.737723922553312,12.09019362898955,41.01711590460256,0.0,94.02149419549954,851968.0,40960.0,892928.0,13631488.0,532480.0,14163968.0,16.0,13.0,13728228.0,5029888.0,18758116.0,1165460.0,0.0,0.0,0.0,929036.0,836821.7321428572,67637248.0,1.3000676239505573,1183.4200790117263,1020608.0,3606528.0,4691772.0
standard,window-1024.base,36,32.0,2.0,2.0,16.0,8.0,12.5,7.737306709345146,12.08954173335179,40.99216623562336,0.0,94.02170312751377,851968.0,40960.0,892928.0,13631488.0,532480.0,14163968.0,16.0,13.0,13727896.0,5029888.0,18757784.0,1167316.0,0.0,0.0,0.0,933935.0,836833.0535714285,67637248.0,1.2932466641807685,1174.2160278745644,1028608.0,3606528.0,4691957.0
standard,window-1024.base,37,32.0,2.0,2.0,16.0,8.0,12.5,7.7547477039148225,12.11679328736691,41.03011435438155,0.0,94.02232268094312,851968.0,40960.0,892928.0,13631488.0,532480.0,14163968.0,16.0,13.0,13727812.0,5029888.0,18757700.0,1168384.0,0.0,0.0,0.0,936661.0,836550.0535714285,67637248.0,1.2894832225763764,1206.0327198364007,1001472.0,3606528.0,4691360.0
standard,window-1024.base,38,32.0,2.0,2.0,16.0,8.0,12.5,7.741315293436462,12.095805145994472,41.00579622140021,0.0,94.0137025446301,851968.0,40960.0,892928.0,13631488.0,532480.0,14163968.0,16.0,13.0,13727992.0,5029888.0,18757880.0,1167128.0,0.0,0.0,0.0,930099.0,836962.3392857143,67637248.0,1.2985810907611104,1203.8401428890375,1003296.0,3606528.0,4691221.0
standard,window-1024.base,39,32.0,2.0,2.0,16.0,8.0,12.5,7.747385286901704,12.105289510783912,41.02979858638261,0.0,94.01979556294958,851968.0,40960.0,892928.0,13631488.0,532480.0,14163968.0,16.0,13.0,13727104.0,5029888.0,18756992.0,1167304.0,0.0,0.0,0.0,932948.0,836878.2142857143,67637248.0,1.2946151846700913,1193.1466144022254,1012288.0,3606528.0,4691510.0
standard,window-1024.base,40,32.0,2.0,2.0,16.0,8.0,12.5,7.735580634375155,12.086844741211179,41.022691807874914,0.0,94.01378661476768,851968.0,40960.0,892928.0,13631488.0,532480.0,14163968.0,16.0,13.0,13728628.0,5029888.0,18758516.0,1166116.0,0.0,0.0,0.0,949914.0,837234.9821428572,67637248.0,1.2714922802201778,1194.2792051639033,1011328.0,3606528.0,4691618.0
standard,window-1024.base,41,32.0,2.0,2.0,16.0,8.0,12.5,7.74866984349673,12.10729663046364,41.01325474147634,0.0,93.97785287326803,851968.0,40960.0,892928.0,13631488.0,532480.0,14163968.0,16.0,13.0,13728800.0,5029888.0,18758688.0,1166480.0,0.0,0.0,0.0,934385.0,836941.6607142857,67637248.0,1.2926245278642057,1197.46192893401,1008640.0,3606528.0,4691794.0
standard,window-1024.base,42,32.0,2.0,2.0,16.0,8.0,12.5,7.7402140612541945,12.09408447070968,41.021336803423786,0.0,93.97962713568543,851968.0,40960.0,892928.0,13631488.0,532480.0,14163968.0,16.0,13.0,13727992.0,5029888.0,18757880.0,1168516.0,0.0,0.0,0.0,940683.0,837161.9107142857,67637248.0,1.2839695423350752,1187.254254348715,1017312.0,3606528.0,4691694.0
standard,window-1024.base,43,32.0,4.0,32.0,8.0,32.0,50.0,27.788062065932664,43.418846978019786,49.9868392944336,0.0,99.98372930705047,0.0,524288.0,524288.0,0.0,1048576.0,1048576.0,0.0,2.0,0.0,1048576.0,1048576.0,680040.0,0.0,0.0,0.0,127838.0,125392.0,19055616.0,2.6619639923559193,2473.5320506430066,137568.0,524288.0,471834.0
standard,window-1024.base,44,32.0,4.0,32.0,8.0,32.0,50.0,27.815757610501645,43.46212126640882,50.0,0.0,100.39899042612745,0.0,131072.0,131072.0,0.0,262144.0,262144.0,0.0,2.0,0.0,262144.0,262144.0,4.0,0.0,0.0,0.0,38453.0,36133.107142857145,5346816.0,2.4833728587313044,2296.9317057076873,41568.0,131072.0,118936.0
standard,window-1024.base,45,32.0,4.0,32.0,8.0,32.0,50.0,27.799306987807093,43.436417168448585,50.0,0.0,99.82627955445817,0.0,131072.0,131072.0,0.0,262144.0,262144.0,0.0,2.0,0.0,262144.0,262144.0,8.0,0.0,0.0,0.0,38456.0,36156.857142857145,5346816.0,2.4831468083940402,2298.7012987012986,41536.0,131072.0,118880.0
standard,window-1024.base,46,32.0,2.0,2.0,16.0,8.0,12.5,7.869218632367803,12.295654113074692,41.46962441161088,0.0,94.93755879269837,1998848.0,81920.0,2080768.0,31981568.0,1064960.0,33046528.0,16.0,13.0,32211116.0,11681792.0,43892908.0,2642160.0,0.0,0.0,0.0,2020524.0,1942984.017857143,158554112.0,1.4012883493641983,1295.6721113937608,2185216.0,8503296.0,10979247.0
standard,window-1024.base,47,32.0,2.0,2.0,16.0,8.0,12.5,7.868849843686356,12.295077880759932,41.47711547681311,0.0,94.86595026105623,1998848.0,81920.0,2080768.0,31981568.0,1064960.0,33046528.0,16.0,13.0,32215820.0,11681792.0,43897612.0,2639628.0,0.0,0.0,0.0,2022360.0,1943145.6607142857,158554112.0,1.4000158372960128,1291.1909105123261,2192800.0,8503296.0,10980100.0
standard,window-1024.base,48,32.0,2.0,2.0,16.0,8.0,12.5,7.8823287779276825,12.316138715512004,41.47733169619509,0.0,94.86199912749544,1998848.0,81920.0,2080768.0,31981568.0,1064960.0,33046528.0,16.0,13.0,32217056.0,11681792.0,43898848.0,2636200.0,0.0,0.0,0.0,2025517.0,1940755.5,158554112.0,1.3978327075589765,1284.7973912069401,2203712.0,8503296.0,10979902.0
standard,window-1024.base,49,32.0,2.0,2.0,16.0,8.0,12.5,7.869537136377518,12.296151775589873,41.478119960556135,0.0,94.87515075052903,1998848.0,81920.0,2080768.0,31981568.0,1064960.0,33046528.0,16.0,13.0,32216124.0,11681792.0,43897916.0,2640460.0,0.0,0.0,0.0,2018213.0,1941974.357142857,158554112.0,1.4028877201498895,1295.0841953608385,2186208.0,8503296.0,10979756.0
standard,window-1024.base,50,32.0,2.0,2.0,16.0,8.0,12.5,7.88344839277996,12.317888113718688,41.49916985377441,0.0,94.84913387381404,1998848.0,81920.0,2080768.0,31981568.0,1064960.0,33046528.0,16.0,13.0,32218260.0,11681792.0,43900052.0,2636568.0,0.0,0.0,0.0,2031870.0,1940754.017857143,158554112.0,1.3934621208725633,1292.8134125696918,2190048.0,8503296.0,10979292.0
standard,window-1024.base,51,32.0,2.0,2.0,16.0,8.0,12.5,7.871279270701797,12.298873860471558,41.49127359004533,0.0,94.85561015941599,1998848.0,81920.0,2080768.0,31981568.0,1064960.0,33046528.0,16.0,13.0,32215372.0,11681792.0,43897164.0,2636404.0,0.0,0.0,0.0,2015479.0,1942472.125,158554112.0,1.4047942261522008,1286.0485928989829,2201568.0,8503296.0,10979284.0
standard,window-1024.base,52,32.0,2.0,2.0,16.0,8.0,12.5,7.8716305154474755,12.29942268038668,41.48423028624041,0.0,94.86388990660697,1998848.0,81920.0,2080768.0,31981568.0,1064960.0,33046528.0,16.0,13.0,32211476.0,11681792.0,43893268.0,2637932.0,0.0,0.0,0.0,2018975.0,1941935.4285714286,158554112.0,1.4023575482256971,1284.8347052575675,2203648.0,8503296.0,10979754.0
standard,window-1024.base,53,32.0,2.0,2.0,16.0,8.0,12.5,7.856264726059848,12.275413634468514,41.478445140886514,0.0,94.8643220505035,1998848.0,81920.0,2080768.0,31981568.0,1064960.0,33046528.0,16.0,13.0,32216204.0,11681792.0,43897996.0,2635748.0,0.0,0.0,0.0,2023392.0,1943726.8214285714,158554112.0,1.3993017775534482,1296.1086522062133,2184480.0,8503296.0,10979838.0
standard,window-1024.base,54,32.0,2.0,2.0,16.0,8.0,12.5,7.869536003452834,12.296150005395052,41.49150683457549,0.0,94.82196513447586,1998848.0,81920.0,2080768.0,31981568.0,1064960.0,33046528.0,16.0,13.0,32213128.0,11681792.0,43894920.0,2633896.0,0.0,0.0,0.0,2026781.0,1942751.9107142857,158554112.0,1.3969623258326993,1305.9417151460073,2168032.0,8503296.0,10979301.0
standard,window-1024.base,55,32.0,2.0,2.0,16.0,8.0,12.5,7.867237068980064,12.29255792028135,41.479272563088394,0.0,94.85846581051115,1998848.0,81920.0,2080768.0,31981568.0,1064960.0,33046528.0,16.0,13.0,32217024.0,11681792.0,43898816.0,2637580.0,0.0,0.0,0.0,2038991.0,1941870.8392857143,158554112.0,1.388592662497079,1289.065199202441,2196416.0,8503296.0,10980221.0
standard,window-1024.base,56,32.0,2.0,2.0,16.0,8.0,12.5,7.876492932931059,12.307020207704781,41.495901025322524,0.0,94.88252471092781,1998848.0,81920.0,2080768.0,31981568.0,1064960.0,33046528.0,16.0,13.0,32213836.0,11681792.0,43895628.0,2635152.0,0.0,0.0,0.0,2037014.0,1942389.4285714286,158554112.0,1.3899434174889884,1291.190910512326,2192800.0,8503296.0,10979187.0
standard,window-1024.base,57,32.0,4.0,32.0,8.0,32.0,50.0,27.78635394517993,43.41617803934364,49.985408782958984,0.0,99.9557602386327,0.0,1048576.0,1048576.0,0.0,2097152.0,2097152.0,0.0,2.0,0.0,2097152.0,2097152.0,1722648.0,0.0,0.0,0.0,249412.0,246826.9642857143,37688832.0,2.6984358324434927,2508.852950699545,268256.0,1048576.0,941232.0
standard,window-1024.base,58,32.0,4.0,32.0,8.0,32.0,50.0,27.801324711447048,43.43956986163601,49.993133544921875,0.0,99.28858067810654,0.0,262144.0,262144.0,0.0,524288.0,524288.0,0.0,2.0,0.0,524288.0,524288.0,163352.0,0.0,0.0,0.0,68301.0,65909.23214285714,9918464.0,2.593406915219067,2406.4596273291927,73600.0,262144.0,236690.0
standard,window-1024.base,59,32.0,4.0,32.0,8.0,32.0,50.0,27.79071403323208,43.422990676925124,49.993896484375,0.0,99.97652822330687,0.0,262144.0,262144.0,0.0,524288.0,524288.0,0.0,2.0,0.0,524288.0,524288.0,163896.0,0.0,0.0,0.0,68459.0,65927.05357142857,9918464.0,2.587477590852268,2403.3248557781776,73696.0,262144.0,236765.0
standard,window-1024.base,60,32.0,2.0,2.0,16.0,8.0,12.5,7.925182642556853,12.383097878995082,41.622017718123054,0.0,94.8335584901931,4292608.0,163840.0,4456448.0,68681728.0,2129920.0,70811648.0,16.0,13.0,69203780.0,24985600.0,94189380.0,5816672.0,0.0,0.0,0.0,4236927.0,4155601.7678571427,340387840.0,1.4346170973860797,1332.888248661989,4560288.0,18296832.0,23557966.0
standard,window-1024.base,61,32.0,2.0,2.0,16.0,8.0,12.5,7.919692854194713,12.374520084679238,41.62162777789613,0.0,94.89667643885322,4292608.0,163840.0,4456448.0,68681728.0,2129920.0,70811648.0,16.0,13.0,69203276.0,24985600.0,94188876.0,5807900.0,0.0,0.0,0.0,4237200.0,4157276.375,340387840.0,1.4345242425515168,1330.1161815930102,4569792.0,18296832.0,23559207.0
standard,window-1024.base,62,32.0,2.0,2.0,16.0,8.0,12.5,7.927546102282792,12.386790784816863,41.63427468074357,0.0,94.92077337251615,4292608.0,163840.0,4456448.0,68681728.0,2129920.0,70811648.0,16.0,13.0,69207416.0,24985600.0,94193016.0,5810660.0,0.0,0.0,0.0,4229165.0,4154594.589285714,340387840.0,1.4372489390241145,1332.3459947152664,4562144.0,18296832.0,23557537.0
standard,window-1024.base,63,32.0,2.0,2.0,16.0,8.0,12.5,7.925067707517515,12.382918292996118,41.643087171359646,0.0,94.84255726375062,4292608.0,163840.0,4456448.0,68681728.0,2129920.0,70811648.0,16.0,13.0,69201436.0,24985600.0,94187036.0,5801464.0,0.0,0.0,0.0,4242535.0,4155762.160714286,340387840.0,1.4327209116538584,1328.0052255673265,4577056.0,18296832.0,23557100.0
standard,window-1024.base,64,32.0,2.0,2.0,16.0,8.0,12.5,7.925330579921221,12.383329031126907,41.6461401180143,0.0,94.81932346099362,4292608.0,163840.0,4456448.0,68681728.0,2129920.0,70811648.0,16.0,13.0,69207472.0,24985600.0,94193072.0,5822908.0,0.0,0.0,0.0,4244659.0,4154533.5,340387840.0,1.4320027205321533,1331.1881718438544,4566112.0,18296832.0,23556477.0
standard,window-1024.base,65,32.0,2.0,2.0,16.0,8.0,12.5,7.92307997148018,12.379812455437781,41.62472035262263,0.0,94.89800108669122,4292608.0,163840.0,4456448.0,68681728.0,2129920.0,70811648.0,16.0,13.0,69204988.0,24985600.0,94190588.0,5816384.0,0.0,0.0,0.0,4245199.0,4155931.8035714286,340387840.0,1.4318211561539365,1328.9808255105465,4573696.0,18296832.0,23558980.0
standard,window-1024.base,66,32.0,2.0,2.0,16.0,8.0,12.5,7.9180571989536785,12.371964373365122,41.62406490431438,0.0,94.8733254115394,4292608.0,163840.0,4456448.0,68681728.0,2129920.0,70811648.0,16.0,13.0,69204612.0,24985600.0,94190212.0,5808356.0,0.0,0.0,0.0,4226400.0,4158247.2678571427,340387840.0,1.4381883682030983,1326.8920066542191,4580896.0,18296832.0,23558441.0
standard,window-1024.base,67,32.0,2.0,2.0,16.0,8.0,12.5,7.922735849708369,12.379274765169326,41.63474863248279,0.0,94.87604648633445,4292608.0,163840.0,4456448.0,68681728.0,2129920.0,70811648.0,16.0,13.0,69206024.0,24985600.0,94191624.0,5808216.0,0.0,0.0,0.0,4233500.0,4156247.0,340387840.0,1.4357779076266792,1332.392723366475,4561984.0,18296832.0,23557593.0
